om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,permanent_fat,mobile_fat,other_fat,unknown_fat,business_fat,church_fat,school_fat,permstructure_fat,outside_fat,vehicle_fat,male_fat,female_fat,unknown_gender,fat_under18,fat_18t44,fat_45t64,fat_over65,unknown_age,loss,closs,slat,slon,elat,elon,len,wid,fc,DateTim,Hour,Year,Length,Width,cas,AreaPth,Ma,ED,ID,TotalPp,TotalMl,MlUnd18,Ml18t44,Ml45t64,MlOvr65,TotlFml,FmlUn18,Fml1844,Fml4564,FmlOv65,White,Black,TtlHsnU,MoblHms,MdnIncm
315331,2011,4,27,2011-04-27,19:12:00,3,AL,1,115,4,30,7,3,4,0,0,0,0,0,0,0,0,0,7,0,1,2,0,4,0,167,0,32.6174,-86.193,32.9196,-85.523,44.18,880,0,2011-04-27 19:12:00,19,2011,71100.6412,631.9879109,37,44934745.7,Apr,4403597607220,1794,884.8855592,406.0452087,80.44709323,120.4425296,135.0849101,70.07067578,478.8403505,95.04211215,145.8627714,153.2679491,84.66751776,679.2248432,177.615773,489.5939891,107.3048087,46667.57348
300459,2011,4,27,2011-04-27,20:06:00,3,TN,47,88,4,12,4,0,2,2,0,0,0,0,0,0,2,1,3,0,0,2,1,1,0,17.25,0,35.34,-85.42,35.68,-84.87,40.16,880,0,2011-04-27 20:06:00,20,2011,64631.0944,631.9879109,16,40846070.33,Apr,4002908101085,1797,1124.290602,574.7166187,148.9345034,186.2014517,162.5134985,77.06716505,549.5739831,111.9182591,183.2951299,161.2633509,93.09724319,1047.399075,11.19863395,500.6820646,139.7119327,36619.01745
306267,2011,4,27,2011-04-27,20:30:00,3,GA,13,22,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.85,0,34.6656,-83.9427,34.9267,-83.379,36.99,900,0,2011-04-27 20:30:00,20,2011,59529.4866,646.3512725,2,38476959.42,Apr,3327414435578,1798,764.1708698,370.2283951,76.53049221,98.683011,115.6568102,79.35808174,393.9424747,74.66181533,104.8911099,123.6115589,90.77799057,735.6050531,11.14009764,530.8129512,51.64480057,42772.31439
347518,2011,4,27,2011-04-27,20:51:00,3,TN,47,94,3,33,6,5,1,0,0,0,0,0,0,0,0,4,2,0,0,0,5,1,0,8.01,0,36.035,-82.808,36.15,-82.573,15.8,1500,0,2011-04-27 20:51:00,20,2011,25427.572,1077.252121,39,27391905.87,Apr,2368800039746,1801,892.7850805,454.0062772,96.67355875,148.2856622,140.2600372,68.78701911,438.7788033,86.13824428,134.5536581,148.1482279,69.93867307,876.0536763,9.009754697,404.1610937,144.7701956,35604.57143
297650,2011,4,27,2011-04-27,21:45:00,3,TN,47,96,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,36.39,-81.99,36.5,-81.82,12,250,0,2011-04-27 21:45:00,21,2011,19312.08,179.5420202,2,3467329.857,Apr,228596183664,1803,141.6925341,82.52002028,13.53668844,34.4162427,24.29582136,10.27126778,59.17251386,12.54502507,16.97755502,17.4862249,12.16370886,131.7772899,7.867783293,59.0450961,15.66847945,31876.25929
306606,2011,4,27,2011-04-27,21:59:00,3,GA,13,26,3,0,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,25.4,0,33.1663,-84.5806,33.3573,-84.2664,21.68,880,0,2011-04-27 21:59:00,21,2011,34890.4912,631.9879109,2,22050368.65,Apr,1906874037059,1804,1183.975127,586.4037254,141.7500372,210.5162833,170.8207945,63.31661036,597.5714011,160.7963265,199.372566,159.3066886,78.0958201,1010.800661,139.215237,435.0876726,101.4440961,51029.4972
306882,2011,4,27,2011-04-27,22:38:00,3,GA,13,27,3,22,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,15.04,0,32.9958,-84.321,33.2,-83.846,30.82,1056,0,2011-04-27 22:38:00,22,2011,49599.8588,758.3854931,24,37615813.37,Apr,3252944159898,1805,1546.685055,761.6811727,157.154522,291.9389994,203.2761393,109.3115119,785.0038828,169.1872912,267.9997533,221.7756679,126.0411704,1009.51845,503.147657,665.7993802,121.2497018,42275.77035
297632,2011,4,27,2011-04-27,22:40:00,3,TN,47,97,3,70,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,8,0,36.106,-82.702,36.205,-82.491,13.6,1000,0,2011-04-27 22:40:00,22,2011,21887.024,718.1680806,72,15718562.02,Apr,1359311415213,1806,683.6522098,345.1695489,74.76228399,120.3410769,101.8053582,48.26082975,338.4826609,69.95858477,103.014428,111.5376422,53.97200593,669.3482437,5.397094752,305.02274,91.30024315,38087.84342
298380,2011,4,27,2011-04-27,23:01:00,3,VA,51,29,3,50,3,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,0,5.25,0.5,36.65,-81.95,36.838,-81.684,19.63,1320,0,2011-04-27 23:01:00,23,2011,31591.3442,947.9818664,53,29948021.44,Apr,2589848063709,1807,1418.095866,687.8291892,161.4398641,220.7348378,207.5247756,98.12971175,730.2666766,153.5586407,210.1355355,220.7744192,145.7980812,1377.526105,15.02803798,638.114396,108.285011,40899.73922
295476,2011,5,21,2011-05-21,20:10:00,3,KS,20,19,3,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2.28,0,38.5053,-96.0036,38.574,-95.839,10.11,700,0,2011-05-21 20:10:00,20,2011,16270.4274,502.7176564,6,8179431.132,May,707341682755,1810,19.96118261,10.37442414,2.63887885,2.644246026,3.249983786,1.841315475,9.586758477,2.124261178,2.536421561,3.197985301,1.728090436,19.1893062,0,9.225960332,1.028989863,63085.86044
294080,2011,5,22,2011-05-22,13:13:00,3,MN,27,3,1,48,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,166.62,0,44.9597,-93.3472,45.1317,-93.2137,13.57,880,0,2011-05-22 13:13:00,13,2011,21838.7438,631.9879109,49,13801822.07,May,678494846532,1811,19173.63558,9069.848273,2733.955549,3352.965362,2104.936777,877.9905849,10103.78731,2726.541092,3814.925503,2324.051401,1238.269312,10058.46484,5294.785625,7917.993001,142.5556546,62825.25549
296616,2011,5,22,2011-05-22,16:34:00,3,MO,29,38,5,1150,158,65,2,81,10,6,11,0,35,14,15,72,85,0,13,32,55,58,0,2800.1,0,37.0524,-94.5932,36.9838,-94.2213,21.62,1600,0,2011-05-22 16:34:00,16,2011,34793.9308,1149.068929,1308,39980624.8,May,4591123654244,1814,2688.339201,1308.083149,298.2576411,424.9856356,362.1534571,222.6864158,1380.256051,289.1937654,443.8518745,372.5753921,274.6350192,2555.822342,15.39609572,1134.756163,121.7875125,48646.87986
315803,2011,5,24,2011-05-24,14:20:00,3,OK,40,76,3,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,36.059,-98.644,36.235,-98.583,13.2,880,0,2011-05-24 14:20:00,14,2011,21243.288,631.9879109,3,13425501.2,May,1161011867582,1819,35.54377641,17.12788168,5.679593181,4.314251197,2.829834053,4.304203245,18.41589473,4.835460598,4.941319505,4.59880219,4.040312437,31.48217476,0,23.64728476,7.499573809,42638.3018
315837,2011,5,24,2011-05-24,14:50:00,3,OK,40,79,5,181,9,2,0,7,0,0,0,0,0,2,5,6,3,0,3,1,3,2,0,0,0,35.444,-98.287,35.921,-97.356,63.1,1760,0,2011-05-24 14:50:00,14,2011,101549.354,1263.975822,190,128355928.2,May,14739588013000,1820,4415.974708,2095.72549,563.8584319,709.6656793,508.1269724,314.0744063,2320.249218,521.2264203,792.63828,634.7565596,371.6279579,3515.665849,480.7527249,1940.818827,156.8590631,66519.60935
328740,2011,5,24,2011-05-24,15:52:00,3,KS,20,27,2,1,2,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,38.153,-98.705,38.2947,-98.8151,11.81,500,0,2011-05-24 15:52:00,15,2011,19006.3054,359.0840403,3,6824860.934,May,449953488179,1821,31.693747,15.28742367,3.666739776,4.544625065,4.293245275,2.782813559,16.40632332,3.611479109,4.643381198,5.137208234,3.01425478,30.03106127,0.03370438254,15.19713835,3.436282301,41502.39473
315858,2011,5,24,2011-05-24,16:06:00,3,OK,40,81,4,48,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,35.008,-97.961,35.311,-97.571,33.3,880,0,2011-05-24 16:06:00,16,2011,53591.022,631.9879109,49,33868878.04,May,3319144416488,1822,2731.026414,1336.094723,335.4010919,492.1289071,374.3828728,134.1818514,1394.931691,315.1183145,480.1627066,399.4183026,200.2323674,2147.239156,229.3063897,1141.984037,69.62474043,65984.20056
312994,2011,5,24,2011-05-24,22:53:00,3,AR,5,66,4,27,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,0,9.075,0,35.2781,-93.9515,35.691,-93.3195,45.71,2200,0,2011-05-24 22:53:00,22,2011,73562.9314,1579.969777,31,116227208.3,May,11390247092916,1827,1578.168734,767.9404399,202.943214,253.4224792,206.3097326,105.2650141,810.2282937,199.9338825,256.6029032,209.4310084,144.2604996,1526.063348,3.55337595,689.174573,125.3670103,38860.26082
308464,2011,5,24,2011-05-24,23:25:00,3,AR,5,67,3,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13.025,0,35.4227,-93.5302,35.682,-93.1245,29.01,1430,0,2011-05-24 23:25:00,23,2011,46686.9534,1026.980355,5,47946583.99,May,4146329598686,1828,1267.09304,646.5353337,173.2359464,247.6011608,166.3067798,59.3914467,620.5577066,159.2166032,191.5650449,158.5419581,111.2341005,1158.4629,50.3741249,597.7408326,47.43289028,38172.19696
323440,2011,6,1,2011-06-01,14:17:00,3,MA,25,1,3,200,3,1,1,1,0,0,0,0,0,0,1,1,2,0,0,2,1,0,0,227.6,0,42.1,-72.75,42.1045,-71.99,37.58,880,0,2011-06-01 14:17:00,14,2011,60478.9972,631.9879109,203,38221995.1,Jun,3305365604828,1833,20447.99645,9813.224192,2558.967669,3713.329368,2521.346276,1019.58088,10634.77226,2527.146116,3934.371644,2717.247246,1456.00725,13819.47578,3315.661233,8740.996678,37.28069255,75030.59699
340623,2011,8,10,2011-08-10,2:32:00,3,OK,40,105,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,36.1393,-95.138,36.1879,-95.0731,5,400,0,2011-08-10 2:32:00,2,2011,8046.7,287.2672322,3,2311553.238,Aug,152397455776,1840,38.37204373,18.78303493,4.71532107,6.421739964,6.299946721,1.346027178,19.5890088,6.254522638,5.912898079,5.313341204,2.108246878,26.75150982,0.02097781987,15.49338975,5.254983621,44738.83141
324661,2011,8,19,2011-08-19,15:45:00,3,WI,55,36,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.125,0,45.4026,-87.987,45.3401,-87.8515,7.9,250,0,2011-08-19 15:45:00,15,2011,12713.786,179.5420202,1,2282658.822,Aug,112215056768,1841,16.1334491,8.583910332,1.869193601,2.054911773,2.809515816,1.850289142,7.549538771,1.21880067,1.557007302,2.882758315,1.890972484,15.44358911,0.0003794411112,15.67315076,2.467972176,39353.22579
354821,2011,11,16,2011-11-16,16:32:00,3,SC,45,19,2,5,3,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,1,0,34.82,-81.18,34.8655,-81.094,5.8,200,0,2011-11-16 16:32:00,16,2011,9334.172,143.6336161,8,1340700.878,Nov,88390524350,1851,67.60177336,31.92109791,9.222462289,9.795147069,8.816698235,4.08679032,35.68067544,9.461656735,12.45131066,10.16754091,3.600167137,48.70894634,16.25373191,25.98031717,4.254169914,55784.03236
351147,2011,11,16,2011-11-16,17:05:00,3,NC,37,64,2,15,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,20.5,0,35.7321,-80.2103,35.8033,-80.053,12.51,200,0,2011-11-16 17:05:00,17,2011,20132.8434,143.6336161,17,2891753.1,Nov,190649217176,1852,200.3895056,101.2478886,24.3697618,36.09899737,28.70714639,12.07198301,99.141617,25.37654841,31.58630808,26.57022248,15.60853803,194.8237529,0.6562304041,84.27541753,22.27063052,42333.88629
362779,2012,1,23,2012-01-23,3:09:00,3,AL,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,33.4316,-87.3071,33.529,-87.1405,13.13,880,0,2012-01-23 3:09:00,3,2012,21130.6342,631.9879109,2,13354305.36,Jan,880430581511,1860,254.4704108,158.4599347,26.2074227,65.77087899,51.56330542,14.91832763,96.0104761,17.60388535,31.96198813,32.7634746,13.68112802,206.1258787,44.81673996,92.05336751,22.67702809,56215.32952
364295,2012,1,23,2012-01-23,3:58:00,3,AL,1,0,3,75,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,33.6228,-86.7411,33.7197,-86.4963,15.69,800,0,2012-01-23 3:58:00,3,2012,25250.5446,574.5344645,76,14507308.12,Jan,1254564476747,1861,5591.085707,2570.158994,744.7079438,880.3617449,700.6398314,244.4494744,3020.926713,750.5969912,1138.849704,804.6810189,326.7989982,2400.776097,3049.633089,2437.050077,33.27530486,61631.88278
359087,2012,2,28,2012-02-28,21:02:00,3,KS,20,0,2,12,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,38.7815,-95.9822,38.8125,-95.8903,5.4,150,0,2012-02-28 21:02:00,21,2012,8690.436,107.7252121,13,936179.0613,Feb,61720969589,1863,7.008980061,3.471010075,0.9001462691,0.8572831227,1.227298621,0.4862820615,3.537969986,0.9654114047,0.9844187934,1.0835646,0.5045751882,6.821709021,0.02179375307,3.291208494,0.4876399017,53479.58457
364185,2012,2,28,2012-02-28,23:58:00,3,MO,29,0,2,12,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.65,0,37.55,-93.1902,37.6306,-93.05,9.5,100,0,2012-02-28 23:58:00,23,2012,15288.73,71.81680806,13,1097987.788,Feb,72388791494,1864,20.26548895,10.2655304,2.643939147,3.249526804,2.90380124,1.468263204,9.999958556,2.273983787,3.170255105,2.827047659,1.728672005,19.65170773,0.03240313241,8.667128171,1.059663628,44328.14825
363341,2012,2,29,2012-02-29,0:42:00,3,MO,29,0,2,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.575,0,36.6994,-93.9178,36.7053,-93.8869,1.7,400,0,2012-02-29 0:42:00,0,2012,2735.878,287.2672322,5,785928.1008,Feb,51815134964,1866,27.88049865,13.43715374,3.771639622,4.59489975,3.013867734,2.056746632,14.44334491,3.766014846,4.346517356,3.704761126,2.626051581,26.77211566,0.02868401693,11.67122184,2.345926259,36670.2046
359709,2012,2,29,2012-02-29,4:00:00,3,MO,29,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.15,0,36.9,-90.1891,37.03,-89.8663,19.96,700,0,2012-02-29 4:00:00,4,2012,32122.4264,502.7176564,1,16148510.92,Feb,1396492580394,1870,145.3509686,74.24671812,20.02286577,22.689952,19.18025323,12.35364712,71.10425045,15.46774793,22.61426133,18.57419119,14.44805001,142.9920821,1.404966924,62.43830651,12.84118701,38000.78278
359691,2012,2,29,2012-02-29,4:51:00,3,IL,17,0,4,108,8,8,0,0,0,0,0,0,0,0,0,4,4,0,0,1,3,4,0,2,0,37.6945,-88.65,37.7996,-88.1926,26.09,325,0,2012-02-29 4:51:00,4,2012,41987.6806,233.4046262,116,9800118.895,Feb,960410022301,1871,636.2319844,311.5355561,70.15801158,110.4926771,79.06985861,51.81500877,324.6964283,66.88395491,96.59503179,91.25203948,69.96540213,582.1122077,23.81715005,311.2416113,35.32099876,46003.18622
362592,2012,2,29,2012-02-29,15:46:00,3,TN,47,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.7,0,35.9724,-85.8529,36.017,-85.5933,14.84,200,0,2012-02-29 15:46:00,15,2012,23882.6056,143.6336161,1,3430345.005,Feb,168635082778,1876,121.4385194,59.2332542,13.10863147,20.65464558,16.35301501,9.116962144,62.20526521,12.14597862,19.53773513,19.04156286,11.47998859,115.46506,3.373415898,60.54502417,5.685725505,38895.58423
362596,2012,2,29,2012-02-29,16:30:00,3,TN,47,0,2,7,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,36.0887,-85.1102,36.1171,-85.0053,6.18,300,0,2012-02-29 16:30:00,16,2012,9945.7212,215.4504242,9,2142809.851,Feb,141272441505,1877,44.92002049,22.66115991,4.344471877,7.021544515,6.811012844,4.484130672,22.25886058,4.917216664,6.225108042,7.187479787,3.929056088,43.59338009,0.01040977698,20.50911487,4.429214459,41850.8027
359896,2012,3,2,2012-03-02,13:50:00,3,IN,18,0,4,0,11,5,6,0,0,0,0,0,0,0,0,6,5,0,4,3,0,4,0,58.75,0,38.4316,-86.1893,38.6579,-85.2632,45.05,800,0,2012-03-02 13:50:00,13,2012,72500.767,574.5344645,11,41654189.34,Mar,4082103629887,1881,1441.947193,730.0333915,172.4825663,246.4398836,225.8785023,85.23243934,711.9138012,165.1735951,235.9575587,220.7030385,90.07960889,1409.650847,9.520212806,604.6358615,110.3164697,56292.08459
369148,2012,3,2,2012-03-02,14:52:00,3,IN,18,0,3,5,3,1,2,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0.275,0,39.0667,-85.407,39.1127,-85.2562,8.69,350,0,2012-03-02 14:52:00,14,2012,13985.1646,251.3588282,8,3515294.586,Mar,303996005101,1882,47.95307548,23.55118695,7.104217698,7.122130999,6.581592309,2.743245939,24.40188854,6.494255997,7.396099462,6.666691143,3.844841936,47.23602782,0.07232985901,18.91922082,2.081531695,44677.95026
369205,2012,3,2,2012-03-02,15:23:00,3,KY,21,0,4,8,4,0,0,4,0,0,0,0,2,0,2,2,2,0,0,2,0,2,0,20.5,0,38.791,-84.633,38.8209,-84.4541,9.85,880,0,2012-03-02 15:23:00,15,2012,15851.999,631.9879109,12,10018271.73,Mar,981788964036,1883,444.4236547,227.2573473,57.94749759,72.25689459,68.38831158,28.66464354,217.1663074,57.62396461,67.65293183,67.48924073,24.40017024,433.8560611,0.7779556675,181.1256824,34.09885274,57350.40052
369380,2012,3,2,2012-03-02,15:39:00,3,KY,21,0,3,13,3,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,9.16,0,38.835,-84.353,38.8978,-83.9863,20.41,440,0,2012-03-02 15:39:00,15,2012,32846.6294,315.9939555,16,10379336.35,Mar,897585311263,1885,342.1419434,169.0715322,44.10647312,57.05853035,48.81648887,19.09003982,173.0704113,43.70153859,52.82789798,51.47830029,25.06267443,338.0422464,0.9465458157,138.9310012,31.98952286,54444.48632
370174,2012,3,2,2012-03-02,16:33:00,3,OH,39,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0.025,38.811,-83.5182,38.8417,-83.3163,11.07,330,0,2012-03-02 16:33:00,16,2012,17815.3938,236.9954666,3,4222167.566,Mar,278361572848,1886,56.00740794,28.3059137,7.68897056,9.882872845,6.859662494,3.874407797,27.70149424,7.030080345,9.728432717,7.72880401,3.214177168,54.84119078,0.006259548633,24.52318606,8.41142355,37442.82821
368695,2012,3,2,2012-03-02,16:39:00,3,KY,21,0,3,118,10,1,8,1,0,0,0,0,1,0,0,3,7,0,1,0,4,5,0,81.475,0,37.905,-83.6146,38.1163,-82.0796,84.99,1580,0,2012-03-02 16:39:00,16,2012,136777.8066,1134.705567,128,155202538.6,Mar,13421621025203,1887,2056.052788,1043.049981,259.5139084,355.0013693,297.9319236,130.6027799,1013.002806,231.2609,329.5473257,295.6722146,156.5223661,2015.081443,16.65864696,978.0956976,314.1847933,28441.22023
368709,2012,3,2,2012-03-02,17:50:00,3,KY,21,0,3,37,2,0,2,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,37.09,0,37.7012,-83.2745,37.8345,-82.382,49.04,1320,0,2012-03-02 17:50:00,17,2012,78922.0336,947.9818664,39,74816656.71,Mar,6470002498434,1889,2100.528147,1069.352191,249.50016,401.8579287,282.4724642,135.5216383,1031.175956,231.8932381,349.5055441,303.520358,146.2568158,2016.184605,51.83164727,891.9723613,294.2462646,29683.44319
368708,2012,3,2,2012-03-02,18:04:00,3,KY,21,0,2,40,6,0,6,0,0,0,0,0,0,0,0,2,4,0,0,1,3,2,0,5,0,37.1954,-84.2114,37.2358,-84.0918,7.15,310,0,2012-03-02 18:04:00,18,2012,11506.781,222.632105,46,2561778.876,Mar,168894480364,1890,96.11636854,47.75426802,13.58427402,14.41104258,14.83015279,4.928798638,48.36210052,11.89903519,14.58370303,15.50663715,6.372725145,92.39682051,1.269104481,40.39484819,15.59337176,37382.49121
374385,2012,3,2,2012-03-02,22:40:00,3,AL,1,0,2,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,32.8666,-85.9669,33.0109,-85.4057,34.04,1000,0,2012-03-02 22:40:00,22,2012,54781.9336,718.1680806,5,39342636.11,Mar,2593804697312,1894,608.0976205,302.3705918,59.84436285,91.27923882,95.41392662,55.83306355,305.7270286,53.60144084,82.58024568,92.62970547,76.91563665,459.4286398,142.2559148,353.260031,78.81832557,39113.04202
374200,2012,3,23,2012-03-23,12:26:00,3,IL,17,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.15,0,38.273,-88.814,38.3064,-88.7929,2.58,100,0,2012-03-23 12:26:00,12,2012,4152.0972,71.81680806,3,298190.3677,Mar,19659271795,1902,4.097720595,2.17693604,0.485748164,0.8175713042,0.6037841984,0.2698323735,1.920784555,0.4711309901,0.6157555024,0.5394447716,0.294453291,3.909087998,0.09736492146,1.558841372,0.4948539952,54852.34045
378787,2012,4,14,2012-04-14,22:42:00,3,OK,40,0,3,29,6,0,4,2,0,0,0,0,0,2,0,3,3,0,3,2,1,0,0,0,0,36.1133,-99.7837,36.4879,-99.39,34,400,0,2012-04-14 22:42:00,22,2012,54717.56,287.2672322,35,15718562.02,Apr,1359311415213,1911,348.2161635,181.4369631,47.66588876,77.01704772,36.20278255,20.55124411,166.7792003,42.27783881,60.52873674,39.43913163,24.53349312,310.9666926,0.9503933613,150.1363091,13.30967725,56903.98907
384508,2012,6,4,2012-06-04,19:44:00,3,MO,29,0,2,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0.1,0,36.9736,-89.43,36.9664,-89.43,0.5,75,0,2012-06-04 19:44:00,19,2012,804.67,53.86260605,3,43341.62321,Jun,2857452296,1921,0.56810657,0.2876682309,0.09347944635,0.07901966271,0.07912149218,0.03604762964,0.2804383391,0.06150499521,0.1110959433,0.06455987907,0.04327752146,0.532873576,0.0178201559,0.2234138402,0.06517085585,48849.72
379209,2012,6,24,2012-06-24,10:23:00,3,FL,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.015,0,27.04,-81.36,27.1413,-81.3455,3.45,150,0,2012-06-24 10:23:00,10,2012,5552.223,107.7252121,1,598114.4003,Jun,23003747696,1924,2.676771548,1.492359359,0.3571458294,0.4318549059,0.3389241034,0.3644345198,1.184412189,0.2241272297,0.2696815446,0.4209218704,0.2696815446,2.527353395,0.1166190463,1.153435255,0.4774092209,34049.808
428260,2013,1,30,2013-01-30,10:12:00,3,GA,13,0,3,17,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,75,0,34.3411,-84.9527,34.5981,-84.7313,21.78,900,0,2013-01-30 10:12:00,10,2013,35051.4252,646.3512725,18,22655533.28,Jan,1959207526545,1948,1183.637995,586.4119457,159.0551109,202.5830012,163.1692509,61.6045827,597.2260496,167.4949404,203.2324202,159.8415307,66.65715819,1058.394791,45.30059255,464.9836917,84.05043434,46568.55507
428124,2013,2,21,2013-02-21,13:10:00,3,TX,48,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.25,0,31.3157,-93.9751,31.3442,-93.9072,4.47,150,0,2013-02-21 13:10:00,13,2013,7193.7498,107.7252121,3,774948.2229,Feb,38096301551,1952,6.125501738,2.990154751,0.6281216515,0.7005142388,0.8579059824,0.803612878,3.135346987,0.6658211471,0.7561982225,0.8221733576,0.8911542603,5.522705038,0.5631307152,4.301855611,1.545878021,32815.8665
439748,2013,4,11,2013-04-11,10:35:00,3,MS,28,0,3,9,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1.2,0,32.6393,-88.8665,33.4142,-88.1995,66.35,1320,0,2013-04-11 10:35:00,10,2013,106779.709,947.9818664,10,101225227.8,Apr,8753765615235,1957,609.4743948,291.097529,69.80752295,98.9173361,81.38219105,40.99047892,318.3768658,74.95414829,100.1751854,94.46269315,48.78483893,213.6937139,375.1176207,280.2345855,90.92539911,27746.66884
443090,2013,5,15,2013-05-15,18:58:00,3,TX,48,0,4,54,6,0,6,0,0,0,0,0,0,0,0,4,2,0,0,1,2,3,0,143,0,32.412,-97.754,32.438,-97.7243,2.5,400,0,2013-05-15 18:58:00,18,2013,4023.35,287.2672322,60,1155776.619,May,113265916479,1965,256.8828357,113.5318472,18.28994676,24.52051099,35.6749885,35.04640098,143.3509885,23.02477576,29.19517709,51.02980021,40.1012354,244.998061,0.4945452933,148.4300741,28.80893505,52782.82388
451505,2013,5,19,2013-05-19,17:00:00,3,OK,40,0,4,10,2,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,35.2531,-97.3001,35.423,-96.981,23,1500,0,2013-05-19 17:00:00,17,2013,37014.82,1077.252121,12,39874293.35,May,3907674118510,1971,1735.76463,821.3611986,199.6591344,237.8428604,276.7336784,107.1255254,914.403431,219.886257,307.2300163,277.4741658,109.812992,1468.303738,30.29820908,682.5142958,239.7789559,55939.39858
451537,2013,5,20,2013-05-20,13:56:00,3,OK,40,0,5,212,24,13,0,11,0,1,0,7,3,0,0,9,15,0,10,4,7,3,0,2000,0,35.284,-97.628,35.341,-97.3999,13.85,1900,0,2013-05-20 13:56:00,13,2013,22289.359,1364.519353,236,30414261.73,May,3492582648052,1972,13812.61614,6974.697364,1972.07559,3154.026079,1387.294104,461.3015901,6837.918778,1926.42705,2943.749265,1461.02229,506.720174,10750.65788,606.0951927,5210.208315,67.42116608,74794.79298
444340,2013,5,30,2013-05-30,20:36:00,3,AR,5,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.025,0,34.4355,-92.5823,34.4363,-92.5761,0.36,200,0,2013-05-30 20:36:00,20,2013,579.3624,143.6336161,1,83215.91656,May,4090878019,1982,0.679301846,0.3493835138,0.08544884804,0.1059037846,0.105243948,0.05278693315,0.3299183322,0.07951031806,0.09369680634,0.1077183355,0.04899287233,0.6294841778,0.01913526327,0.2913178873,0.07588121641,37742.304
453682,2013,5,31,2013-05-31,17:03:00,3,OK,40,0,3,26,8,0,0,8,0,0,0,0,0,0,8,7,1,0,1,4,2,1,0,0.3,0,35.485,-98.096,35.502,-97.848,16.2,4576,0,2013-05-31 17:03:00,17,2013,26071.308,3286.337137,34,85679107.69,May,7409366645842,1984,1607.67942,907.9638574,156.2758488,414.0616457,228.7612534,108.8651095,699.7155624,151.6805046,225.0790812,188.0997412,134.8562353,1297.835161,104.5890182,569.624006,65.49085478,61978.29904
